Name,Value,Timestamp,Step
total_loss,2.152770146727562,319,319
total_val_loss,3.1362734586000443,319,319
val_loss_box_reg,0.43315060436725616,319,319
val_loss_cls,0.7479944229125977,319,319
val_loss_mask,0.4488794356584549,319,319
val_loss_rpn_cls,0.48556073009967804,319,319
val_loss_rpn_loc,0.6157979369163513,319,319
data_time,0.020747702000335266,339,339
eta_seconds,3995.6832749442037,339,339
fast_rcnn/cls_accuracy,0.8076171875,339,339
fast_rcnn/false_negative,0.625,339,339
fast_rcnn/fg_cls_accuracy,0.3515625,339,339
loss_box_reg,0.4701673835515976,339,339
loss_cls,0.6108524799346924,339,339
loss_mask,0.28079114854335785,339,339
loss_rpn_cls,0.29042428731918335,339,339
loss_rpn_loc,0.48077215254306793,339,339
lr,0.001698305,339,339
mask_rcnn/accuracy,0.8756776147959183,339,339
mask_rcnn/false_negative,0.0600796217121131,339,339
mask_rcnn/false_positive,0.2914588316674541,339,339
roi_head/num_bg_samples,384.0,339,339
roi_head/num_fg_samples,128.0,339,339
rpn/num_neg_anchors,128.0,339,339
rpn/num_pos_anchors,128.0,339,339
time,0.37575152200042794,339,339
total_loss,2.0999367609620094,339,339
total_val_loss,3.1362734586000443,339,339
val_loss_box_reg,0.43315060436725616,339,339
val_loss_cls,0.7479944229125977,339,339
val_loss_mask,0.4488794356584549,339,339
val_loss_rpn_cls,0.48556073009967804,339,339
val_loss_rpn_loc,0.6157979369163513,339,339
data_time,0.03230380649983999,359,359
eta_seconds,3972.6604410149957,359,359
fast_rcnn/cls_accuracy,0.8310546875,359,359
fast_rcnn/false_negative,0.56640625,359,359
fast_rcnn/fg_cls_accuracy,0.36328125,359,359
loss_box_reg,0.3928148150444031,359,359
loss_cls,0.5400555729866028,359,359
loss_mask,0.28764675557613373,359,359
loss_rpn_cls,0.31541748344898224,359,359
loss_rpn_loc,0.6241883933544159,359,359
lr,0.001798205,359,359
mask_rcnn/accuracy,0.8742558761965221,359,359
mask_rcnn/false_negative,0.07379750302383628,359,359
mask_rcnn/false_positive,0.23487067937172623,359,359
roi_head/num_bg_samples,384.0,359,359
roi_head/num_fg_samples,128.0,359,359
rpn/num_neg_anchors,128.0,359,359
rpn/num_pos_anchors,128.0,359,359
time,0.40436864949970186,359,359
total_loss,2.2191673517227173,359,359
total_val_loss,3.1362734586000443,359,359
val_loss_box_reg,0.43315060436725616,359,359
val_loss_cls,0.7479944229125977,359,359
val_loss_mask,0.4488794356584549,359,359
val_loss_rpn_cls,0.48556073009967804,359,359
val_loss_rpn_loc,0.6157979369163513,359,359
data_time,0.05091429249932844,379,379
eta_seconds,3998.086247225019,379,379
fast_rcnn/cls_accuracy,0.8154296875,379,379
